Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Monthly,salary,age,python_yn,R_yn,spark,aws,excel
Data Scientist,"₹1,387K - ₹1,476K","LocationIndia / US / EuropeExperience2 YearsAcademic Qualification:B.S, B.E., B.Tech/MBA from top-tier Engineering /B-School ORMasters in Statistics/Economics from leading UniversityOverviewContinuous, growth opportunities for career progression and personal developmentProfessional, stimulating, continuous learning, work environment based on camaraderie, individual mentorship, on-the-job and corporate trainingCompetitive and performance-oriented compensation and employee benefits packageIndustry benchmarked HR policies and practices, particularly in areas such as Performance Management, Learning and Professional Development, Career Planning and Compensation and Rewards.Roles and responsibilitiesWill involve teamwork as well as work in which individual contribution will be needed.Clear, articulate and confident written and verbal communication skills.Working experience in Advanced Analytics Techniques Predictive modelling Time series forecasting Machine Learning etc.The role will require a sound understanding of business functions, statistical concepts and algorithm design/implementation skills.Core responsibilities include leveraging data science to solve business cases, training other team members, and contributing to pre-sales through quick execution of PoCs. Typical activities will include:Interacting with business stake holders for gathering requirementsAnalysing data to develop key insights on business trends and performanceApplying statistical/mathematical algorithms as needed to address specific business problemsProficiency in using query languages such as SQL(preferable), Hive, Pig, R, SAS, PythonAdditional Skills (preferred)Will involve teamwork as well as work in which individual contribution will be needed.Intermediate querying and scripting skills in SQLExperience in relevant field such as Statistics, Computer Science or Applied Math.SPOCBuddhadeb BhattacharjeeMail toBuddhadeb.bhattacharjee@tcg-digital.com",3.0,"TCG Digital
3.0",India,"Somerset, NJ",201 to 500 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1387.0,-1,1,0,0,0,0
Data Scientist,₹16K - ₹18K,"Skill: Data Scientists
Experience : 4+ Years.
Work Location : Pune.
Preferred : Immediate Joiners (10-15 Days Post Selection).

Job Description: -Â
Â
â€¢Python - ScikitLearn
â€¢Keras, tensorflow,Scala, Spark, py Spark,
â€¢Telecom Network Domain knowledge
00-12.00 Years",3.6,"Unionsys Technologies
3.6",Pune,"Pune, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,16.0,-1,1,0,1,0,0
Data Scientist,₹159K - ₹173K,"We are building our team to offer business and operations analytics solutions to our international and

domestic clients, and are looking for a Data Scientist with comprehensive knowledge of existing and next

gen analytics tools and technology platforms. Passionate, self-starter and innovative our Data Scientist will

bring expert skills and meaningful experience to fore, focusing primarily on Healthcare, Pharmaceuticals,

Banking, Financial Services & Insurance industry verticals.

Responsible for leading client engagements and People, our Data Scientist will be a problem solver, who

relishes the journey of crafting intelligent client solutions – live to find patterns and insights within structured

and unstructured data. Industrious, analytical and result-oriented, our Data Scientist will be a thinker with

natural desire to go beneath the surface of a problem; understand how the products are developed; and

have statistical, mathematical, predictive modelling as well as business strategy skills to build the algorithms

necessary to ask the right questions and find the right answers – You propose analytics strategies and

solutions that challenge and expand the thinking of everyone around you. With hands-on knowledge of

the business, products, technology, regulatory environment, operations our Data Scientist will continuously

seek fresh challenges to engineer solutions that make valuable client business impacts.

A seasoned professional our Data Scientist will operate in collaboration with cross-industry, cross-function,

experts and be a leading example of the Profisor People Culture, independently managing client

engagements, multiple projects and project teams.

Careers

Responsibilities:
Results-based quality delivery of data analytics solutions and services

Manage multiple client projects, problem statements, and multiple project teams

Organize and manage quality review of data analytics operations delivery

Design & develop client solutions and collaboratively respond to client RFP’s & RFI’s

Lead thought leadership articles – point of views – and business development initiatives

Manage client relationships, client experience and client feedback to resolve engagement issues

Co-develop Profisor People and People career models

Manage team performance reviews, expansion and progression planning and People reporting

Lead analytics capability development, learning and training

Counsel, develop People, and manage talent identification and hiring

Minimum Knowledge, Skills & Abilities Required:
8+ years of experience designing and devising data analytics capabilities and solutions for

Healthcare, Pharmaceuticals, BFSI and or Cross-industry clients

Comprehensive knowledge of Natural Language Processing, Machine Learning, Conceptual Modelling,

Statistical Analysis, Predictive Modelling & Hypothesis Testing

Solution-oriented thinker, capable of managing business and technology challenges

Data driven and highly analytical with working knowledge of compliance and ethical standards and

evolving global regulatory environment

Excellent communication (both written and vocal), problem solving and presentation skills

Good human relations and interpersonal skills to collaborate and manage People with diverse

backgrounds

Additional Knowledge, Skills & Abilities:
Data munging, visualization and communication knowledge

Hands-on knowledge of Lean and Agile delivery techniques

Demonstrated ability to maintain strict confidentiality of internal and external customer information

Desirable Knowledge, Skills & Abilities:
Ph.D. or Master’s degree in operations research, applied statistics, mathematics, data mining, machine

learning, physics or a related quantitative discipline

Management experience in Big Data or Data Analytics practice setup",4.5,"Profisor Services
4.5",Gurgaon,"New Delhi, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,159.0,-1,0,0,0,0,1
Data Scientist,₹10K - ₹11K,"Requirements
Should have good knowledge of statistics and machine learning techniques
Should able able to soft through data and extract the underlying patterns and insights which could be applied to solve the problem or add value
Should have good problem solving skills
Should have working knowledge or experience with tools such as R, Matlab etc
Should be able to convert high level goals into set of use cases or KPIs to be added to the solution to solve customer problem
Should be able to prepare datasets, tune params, select set of attributes etc to ensure the model trained solves the problem in efficient manner

Responsibilities
Selecting features, building and optimizing classifiers using machine learning techniques.
Data mining using state-of-the-art methods.
Extending company’s data with third party sources of information when needed.
Enhancing data collection procedures to include information that is relevant for building analytic systems.
Processing, cleansing, and verifying the integrity of data used for analysis.
Doing ad-hoc analysis and presenting results in a clear manner.
Creating automated anomaly detection systems and constant tracking of its performance

Skills and Qualifications
Excellent understanding of machine learning techniques and algorithms, such as Classification, regression, RF, CRF, SVM, Clustering, CNN, Neural network etc...
Experience with common data science toolkits, such as R, Matlab, Python related etc.
Experience with data visualisation tools, such as D3.js, GGplot, etc. to present the observation or solution in simple and consummabale manner on dashboard
Proficiency in using query languages such as R, SQL etc. Experience in Python is plus
Experience with various sdks like mitie, dib, stanford NLP, etc are preferred
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Understand the high level problem and provide set of solutions to solve it using machine learning or otherwise
We’re looking for someone with 5-8 years of experience manipulating data sets and building statistical models, has a Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field",3.7,"IQLECT
3.7",Bengaluru,"Bengaluru, India",1 to 50 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,10.0,5,1,0,0,0,1
Data Scientist,"₹1,141,818","Role: Data Scientist
Company: PayU Payments Pvt Ltd
Location: Gurgaon/Bengaluru

About Company:
PayU, the fintech-arm of Naspers, is a leading financial services provider in global growth markets. We use our expertise and heritage in cross border and local payments to extend the services we offer to merchants and consumers. Our local operations span 18 growth markets across Asia, Central and Eastern Europe, Latin America, the Middle East and Africa. PayU India forays into two business verticals - payment offerings under PayU Payments Services Ltd. and alternate lending under PayU Finance. Headquartered in Sohna Road, Gurgaon, the company has a presence in Mumbai, Pune and Bangalore and has a total strength of 600+ employees. Mr. Anirban Mukherjee is the CEO for PayU India working with the global CEO Laurent Le Moal.
Under the aegis of PayU Payments Services Ltd., PayU provides payment gateway solutions to online businesses through its cutting-edge and award-winning technology. In India, PayU covers nearly 60% of the airline business and 90% of the entire e-commerce business and processes over INR 95,000 crores worth of digital payments annually. The company offers more than 70 local payment methods and serves more than 350,000 merchants including leading ecommerce businesses in India. The company also empowers SMBs, enabling them to accept mobile and online payments with minimum development effort. PayU India has processed more than 1 Billion transactions, the date for which is being used for offering Credit services.
With credit being the key business priority, PayU has also developed LazyPay, an alternate lending platform to offer credit solutions such as Small Ticket Credit (Buy Now, Pay Later), App based personal loans and Point of Sale Credit (Merchant EMI). Since its launch in 2017, LazyPay has gained significant traction and has disbursed 20mn+ loans to a customer base of a million user.
This role is with the Global analytics function for Credit and Payments, with specific focus on improving our credit offerings in India, Colombia and Poland.

What you will be doing:
As a part of the Global Credit Risk and Data Analytics team, this person will be responsible for carrying out analytical initiatives which will be as follows: -
Dive into the data and identify patterns
Development of end-to-end Credit models and credit policy for our existing credit products
Leverage alternate data to develop best-in-class underwriting models
Working on Big Data to develop risk analytical solutions
Development of Fraud models and fraud rule engine
Collaborate with various stakeholders (e.g. tech, product) to understand and design best solutions which can be implemented
Working on cutting-edge techniques e.g. machine learning and deep learning models
Example of projects done in past:
Lazypay Credit Risk model using CatBoost modelling technique ; end-to-end pipeline for feature engineering and model deployment in production using Python
Fraud model development, deployment and rules for EMEA region
Basic Requirements:
1-3 years of work experience as a Data scientist (in Credit domain)
2016 or 2017 batch from a premium college (e.g B.Tech. from IITs, NITs, Economics from DSE/ISI etc)
Strong problem solving and understand and execute complex analysis
Experience in at least one of the languages - R/Python/SAS and SQL
Experience in in Credit industry (Fintech/bank)
Familiarity with the best practices of Data Science
Add-on Skills :
Experience in working with big data
Solid coding practices
Passion for building new tools/algorithms
Experience in developing Machine Learning models
Behavioural Skills:
Team Player
Perseverance
Knowledge sharing skills
Energetic & Positive attitude
Go getter instinct
So what do we offer?
Opportunity to work on exceptional projects using cutting edge technology in big data environment
A Competitive salary, including benefits
Modern offices with individual working spaces
Awesome teams that love finding ways of making things better, faster, stronger
Interesting growth prospects",3.5,"PayU Payments Pvt Ltd
3.5",Bengaluru,"Hoofddorp, Netherlands",1001 to 5000 employees,-1,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,1141818.0,-1,1,0,0,0,0
Data Scientist - BluePlanet Enterprise,"₹1,668,996","Since 1992, Ciena has been driven by a relentless pursuit of network innovation. We believe in a network that grows smarter, more agile, and more responsive every day. This means that when you digitally interact in your world - picking up the phone, streaming video, texting a friend or loved one your interactions are being enabled by Ciena technologies. Ciena makes your social / entertainment / business existence REAL.


What will you do at Ciena?
The Blue Planet software division is seeking a stellar Data Scientist for new initiatives in the Enterprise network automation space. The candidate will be responsible for developing ArtificialIntelligence-driven closed-loop network automation solutions on top of the Blue Planet platform to serve the Enterprise market. The Blue Planet platform is based on a modern software architecture that leverages open-source technologies, model-driven templates and containerbased micro-services. The right candidate will be an experimented data scientist with expertise in enterprise L2/L3 networks, and a track record of delivering data-driven products in a high-performance environment.

Responsibilities

• Analyze network data, build ML models and benchmark their accuracy

• Develop intelligent data-driven streaming applications for enterprise networks

• Develop AI-driven network automation use cases in the LAN, WAN, Wireless, Data Center, Cloud and Security areas on top of the Blue Planet platform

• Write software programs, together with unit tests and integration tests.

• Work in the lab to collect data and test applications

• Implement machine learning algorithms (supervised, unsupervised and reinforcement)

• Participate in all phases of the life-cycle of machine-learning models, including research design, feature engineering, implementation of the ML algorithms, accuracy testing and production deployment

• Work closely and effectively with the Chief Data Scientist, other software development teams as well as product line management, architecture and product verification teams

• Foster an environment of continuous improvement in data science, data governance, software engineering and product quality

Collaboration with stakeholders

• Daily collaboration with data scientists, software engineers, testers, UI developers

• Work in a global team environment

• Occasional interactions with partners and customers

Areas of impact • Product engineering • Science, research & intellectual property

Experience/skills

• Machine Learning frameworks like MXNet, SageMaker, TensorFlow, Torch or others

• Proficient with Python, Scala or Java

• Expert knowledge of L2/L3 telecom networks (LAN, WAN, Wireless, SD-LAN)

• Interest and ability to quickly learn and ramp-up on new languages and technologies

• Understanding of big-data concepts and technologies

• Experience with AWS, Apache Hadoop, Spark and NiFi ecosystem an asset

*LI-CN

About Ciena
Ciena is a network strategy and technology company with a passion to provide an experience, to you and our customers that is as rewarding as the outcome. We attract the best and brightest those with outstanding talent, motivation, and the right attitude to contribute to our success. Our culture balances our openness and informality with professionalism and trust and is built on the foundation of our core values: Customer First, Integrity, Velocity, Innovation, and Outstanding People.
Ciena enables everyone to have a voice and a network that supports them while on the journey to discovering their passion and purpose. We trust each individual to do what they can to reach their full potential and make an impact on the business, whenever, wherever they are in the world. With Cienas highly innovative, forward-thinking business practices, we reward people for pushing the boundaries. Unlock your potential at Ciena!

Being You @ Ciena
As part of our commitment to diversity and inclusion, we want to foster an environment that values and respects all individuals strengths, perspectives, ideas, and ability to meet the needs of our customers globally. Ciena values the diversity of its workforce and respects its employees as individuals, regardless of race, ethnicity, religion, gender, age, national origin, disability, sexual orientation, veteran or marital status or any other category protected by applicable law. We do not tolerate any form of discrimination.
Ciena is also committed to compliance with all fair employment practices regarding citizenship and immigration status.
If contacted in relation to a job opportunity, you should advise Ciena in a timely fashion of the specific accommodation measures required for you to be assessed in a fair and equitable manner.",4.3,"Ciena
4.3",Pune,"Hanover, MD",5001 to 10000 employees,1992,Company - Public,Telecommunications Manufacturing,Telecommunications,₹100 to ₹500 billion (INR),"Nokia, Infinera, Cisco Systems",0,1668996.0,28,1,0,1,1,0
Data Scientist,"₹1,034,642","Job Family Descriptor
Level Descriptor
Data Scientist is responsible for analyzing data and developing forward-looking business solutions for TCL’s SCM function. He / She would need to evaluate and find areas of improvement in SCM’s way of working basis data. He / She is responsible for bringing scientific rigor and statistical methods to the challenges of strategic procurement.

He / She would be responsible for working closely with internal stakeholders such as Sourcing, Operations, and Logistics teams to produce innovative and actionable quantitative models and analyses to achieve the goals of cost leadership and business velocity. He / She would be required to have a customer-centric approach when helping TCL attain its business goals while building long-term capabilities. He / She would need to have a thorough understanding of how SCM functions interact with each other, with Product / Engineering teams and with external stakeholders such as vendors to create actionable solutions.

He / She would need to drive effective written, verbal, and visual presentation to concisely communicate in a way that provides context, offers insights, and minimizes misinterpretation. He / She would need to be a self-starter, quick learner, and be able to work independently. He / She would need to demonstrate attention to detail and resourcefulness. This is a pivotal role that embraces and promotes a change mindset and driving a change to move away from traditional reporting.
Purpose - Broad objective of the role
Operating Network - Key External
Data Scientist is responsible for analyzing data and developing forward-looking business solutions for TCL’s SCM function. He / She would need to evaluate and find areas of improvement in SCM’s way of working basis data. He / She is responsible for bringing scientific rigor and statistical methods to the challenges of strategic procurement.

He / She would be responsible for working closely with internal stakeholders such as Sourcing, Operations, and Logistics teams to produce innovative and actionable quantitative models and analyses to achieve the goals of cost leadership and business velocity. He / She would be required to have a customer-centric approach when helping TCL attain its business goals while building long-term capabilities. He / She would need to have a thorough understanding of how SCM functions interact with each other, with Product / Engineering teams and with external stakeholders such as vendors to create actionable solutions.

He / She would need to drive effective written, verbal, and visual presentation to concisely communicate in a way that provides context, offers insights, and minimizes misinterpretation. He / She would need to be a self-starter, quick learner, and be able to work independently. He / She would need to demonstrate attention to detail and resourcefulness. This is a pivotal role that embraces and promotes a change mindset and driving a change to move away from traditional reporting.
Operating Network - Key Internal
Size and Scope of Role - Financial
Size and Scope of Role - No. of direct reports
Size and Scope of Role - Total team size
Size and Scope of Role - Other size parameters
Minimum qualification & experience
Bachelor’s Degree in quantitative disciplines (e.g., Engineering, Statistics, Computer Science)
3 - 5 years of work experience in vendor data analysis related field in procurement department / supply chain managment
Experience in articulating and translating business questions and using statistical techniques to arrive at an answer using available data
Strong understanding of fundamentals of finance and accounting such as debit/credit and opex/capex expenses etc.,
Demonstrated skills in selecting the right statistical tools given a data analysis problem
Ability to visualize models and results to provide data-driven insights (PowerBI experience is preferred)
Demonstrated resourcefulness, self-direction, attention to detail, meticulous
Change management and automation experience is mush
Ability to handle larget data sets and drive insights to support informed management decisions
Preferred
Master's degree in Engineering, Statistics, Mathematics, Economics or an Applied Science or equivalent practical experience
Experience with statistical software (e.g., R, Python, MATLAB, pandas) and database languages (e.g., SQL)
Experience in delivering bespoke analytics to stakeholders
Experience in using and/or deploying digital analytics and measurement solutions
Other knowledge/skills
Key Responsibilities
Data Management &Analysis:

Work effectively with large, complex datasets to derive actionable insights
Conduct analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations
Solve difficult, non-routine analysis problems, applying advanced analytical methods as needed
Leverage data to identify potential supply chain risks

Innovative Solution&Group:

Leverage data analytics and visualization tools to propose innovative solutions for growth, aligned with overall TCL objectives and KPIs
Translate data and model results into tactical and strategic insights that are clear, complete, accurate, relevant, understandable, and applicable to decision-making and needs of varying stakeholders

Stakeholder Management:

Interact cross-functionally, making business recommendations (e.g., cost-benefit, forecasting) with effective presentations of findings at multiple levels of stakeholders through visual displays of quantitative information
Make presentations to internal stakeholders to integrate recommendations into business processes
Lead and/or participate in cross-functional team projects
Technical Competencies
Knowledge / Skills
Communication Skills

Job Segment:
Database, Scientific, Engineer, Computer Science, Logistics, Technology, Engineering, Operations",3.9,"Tata Communications
3.9",Mumbai,"Mumbai, India",5001 to 10000 employees,-1,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,₹500+ billion (INR),-1,0,1034642.0,-1,1,0,0,0,0
Data Scientists,₹896K - ₹983K,"CAREERS

Data Scientists

Bengaluru, India
JOB DESCRIPTION

As a Data Scientist with Tredence, you will play a key role in translating data into insights for our clients. You will design, develop and implement processes and framework that will help our clients make sense of the data they generate, and consume the insights to make informed decisions.
THE IDEAL CANDIDATE WILL

Have the ability to handle structured /unstructured data and have prior experience in loading, validating and cleaning various types of data.
Have very good understanding of data structures and algorithms.
Have excellent coding skills in one or more of the following languages: Python, Java, C++ or R
Have thorough understanding of one or more of the following: Machine Learning algorithms, Natural Language Processing techniques, and Information Retrieval techniques
Have the ability to apply these algorithms in a professional setting.
Be accountable for measuring and optimizing the quality of algorithms.
Have good background in Math and Statistics.
Have ability to identify opportunities where data science techniques can be applied to solve business problems.
Take ownership of the end to end system from Problem statement to Solution Delivery
Preferred Skills
Experience working with Hadoop/AzureML/Hive/H2O would be an added advantage.
Experience with deep learning techniques like Theano, Torch and TensorFlow is preferred.
ELIGIBILITY CRITERIA

BE/B. Tech/MS degree in Computer Science or related quantitative field with 2-8 years or relevant experience in a team building world class applications in the areas of Predictive Analytics and Data Science.
Send your CV to careers@tredence.com",3.5,"Tredence
3.5",Bengaluru,"San Jose, CA",501 to 1000 employees,2013,Company - Private,Consulting,Business Services,₹1 to ₹5 billion (INR),-1,0,896.0,7,1,0,0,0,1
Data Scientists,₹220K - ₹236K,"Location:
Defence Colony, New Delhi

Job Purpose Summary:
Responsible for driving Mahajan Imaging's new focus on medical informatics and data analytics:
Preferably well aquainted with SQL based PACS and Hospital Information Systems.
Putting medical reports and images into an easily searchable structured format for clinical research and scientific purposes.
Responsible for pulling relevant information from company databases.
Would have access to high-end servers and other equipment.
Would have opportunity to work with leading medical imaging companies and universities.",4.0,"Tredence
3.5",Bengaluru,"New Delhi , India",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,220.0,-1,0,0,0,0,0
Data Scientist,₹326K - ₹357K,"Capable in creating analytics pipelines to pre process, visualize and create machine learning models using at least two of R/SAS/Python
Should have at least working knowledge of SQL and RDBMS
Should have worked on/lead projects using statistical analysis/regression/clustering/other supervised and non-supervised learning algorithms using R/SAS/Python - should have sound basics in Statistics and Machine learning.
Should have experience in working with clients in gathering the requirements and handling client queries
Should have a knack for Problem Solving using technology
Should be capable of working under tight deadlines independently",4.2,"Data Semantics
4.2",Bengaluru,"Bengaluru, India",51 to 200 employees,2012,Company - Private,IT Services,Information Technology,₹100 to ₹500 billion (INR),-1,0,326.0,8,1,0,0,0,0
Data Scientist,₹817K - ₹900K,"Job Title: Data Scientist
Experience required: 3-4 years

Job Summary:
We are looking for a passionate Data Scientist to turn data into meaningful information that can help our clients make data informed decisions
Typical responsibilities include end to end execution of advanced data science projects primarily involving applying data mining techniques, doing statistical analysis, and building high quality prediction systems. You’ll have access to large B2B and B2C data sets on a robust analytic platform. Customer and account data is enriched with demographics and firmographics, transactional purchase history, Web behavior and cross-channel marketing campaign history. Tools and analytic environment include SAS, Tableau, R/Python and well-managed MPP RDBMS, Hadoop & Hive.
Loyalytics is a startup and our work environment is very conducive to trying and testing out a variety of new things. A high degree of passion, commitment to our customers’ priorities and willingness to learn new things on the go are some of the qualities that will help individuals succeed at Loyalytics.

Job Description:
3-4 years real world experience working as a data scientist
Hands on experience in statistical modelling software such as R, Python or SAS (optional) along with data visualization tools like Tableau/Power BI
Good understanding of statistical and predictive modeling concepts.
Strong expertise in either R or Python
Excellent analytical thinking, and problem-solving skills.
Hands on experience in working on data mining and statistical machine learning problems
In depth understanding of advance ML techniques and algorithms like regression, clustering, decision trees, Neural Networks, Gradient descent, SVM etc
Experience in project management and handling client communications
Excellent communication (written/verbal) skills, including logically structuring and delivering presentations.
Open to learning new methods/techniques in the ever-changing world of analytics. High aptitude to learn quickly, assimilate to new teams and projects, and work well under pressure with appropriate attention to detail.",4.2,"loyalytics consulting
4.2",Bengaluru,"Bengaluru, India",1 to 50 employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,817.0,5,1,0,0,0,1
Data Scientist,"₹389,631","Job Description :
3+ years of experience as a Data Scientist in delivering building complex ML models and delivering key business insights and metrics for financial or product organizations
One or more analytic software tools or languages (e.g., R, Python, Hadoop)
Experience in applied analytics, descriptive statistics, and predictive analytics on industrial datasets
Demonstrated in modeling techniques, Predictive modeling, Supervised learning, Unsupervised learning, Machine Learning, Statistical Modeling
Experienced in working with large data sets, with big data processing tools like MapReduce, Spark, Hive, etc.
Experience with cloud service providers like AWS, GCP, Azure.
Understanding of how to apply predictive and machine learning techniques like logistic regression, random forest, GBM, Neural Nets, SVM etc is required
Additional Responsibilities
Work with business teams to understand the analytical products/platform being used, asks and identify opportunities to re-design using scalable open-source big data technologies
Work with large datasets to investigate key business trends, behaviours, and metrics
Develop, build and train machine learning models using a wide range of machine learning tools
Key Job Attributes :


Data Science
Data Scientist
Machine learning
Python
Hadoop

Educational Qualifications :


B.E/B.Tech

Key Skills :


Machine learning
Statistical modelling
Python
Predictive modeling
Mapreduce
Big data

Contact Details :


Email Id : anbu@handigital.com",3.6,"Han Digital Solution
3.6",Pune,"Bengaluru, India",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,389631.0,-1,1,0,1,1,0
Data Scientist,"₹1,397K - ₹1,517K","Job: Technology
Primary Location: ASEAN & South Asia-India-Chennai
Schedule: Full-time
Employee Status: Permanent
Posting Date: 08/Jun/2020
Unposting Date: Ongoing

About Standard Chartered :-

We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East.
To us, good performance is about much more than turning a profit. It's about showing how you embody our valued behaviours - do the right thing, better together and never settle - as well as our brand promise, Here for good.
We're committed to promoting equality in the workplace and creating an inclusive and flexible culture - one where everyone can realise their full potential and make a positive contribution to our organisation. This in turn helps us to provide better support to our broad client base.

AFD Full stack Java
Data visualisation skills: Power BI / Tableau / Qlikview / Cognos

To view information on our benefits including our flexible working please visit our career pages. We welcome conversations on flexible working.

Ø Highly experienced in Java, J2EE, REST, Struts, XML, JSON ,Web services

Ø Solid grasp of Angular or similar frameworks - Angular , HTML/5, XML, JavaScript, Type script, JQuery

Ø Experience in HTML, CSS, JavaScript

Ø Experience with Spring Boot is a plus

Ø Tools: Maven, Ant, Grunt, SystemJS, Eclipse, SVN,

Ø Application Servers: WebLogic, Tomcat, NodeJS

Ø Early Technology Adopter

Ø Strong and accurate analytical and communication skills

Ø Self-motivated and initiative personality with a can do attitude and the ability to learn quickly

Ø Preferable for Banking Client/Projects or Product Based clients/projects

Skills:-

Ø Data modelling Skills: SQL , Python,R and analytics model building using Machine Learning/ Deep Learning - ANN, CNN, LSTM,NLP,GNN

Ø Deep Learning Frameworks : Caffe, Keras, Theano, TensorFlow, or Torch.

Ø Experience working on Big Data technologies (e.g. Hadoop MR, Hive, NoSQL, Spark, Kafka, Graph Databases etc.)

Ø Big Data: Spark , Hive,Hadoop

Apply now to join the Bank for those with big career ambitions.",3.7,"Standard Chartered
3.7",Chennai,"London, United Kingdom",10000+ employees,-1,Company - Public,Investment Banking & Asset Management,Finance,₹500+ billion (INR),-1,0,1397.0,-1,1,0,1,0,0
Data Scientist,₹15K - ₹17K,"About Mate Labs (https://www.matelabs.ai/):

Mate Labs is looking for a kick-ass and enthusiastic Data Scientist who has a really good understanding of machine learning and deep learning. We love GitHub and open source projects. We look for guys who are passionate for open source projects and contributions.

Mate Labs has built Mateverse for Data Analysts so that they can build customized machine learning and data science models for quick prediction like sales forecasting without writing even a single line of code.

At Mate Labs, we are solving a unique problem of algorithm & Hyperparameter selection in the field of Artificial Intelligence.

Job Responsibilities:

Be working on client projects, majorly on the solutions.

Be working with Regression Algorithms (Linear Regression, Logistic Regression, Polynomial Regression, Ridge Regression, Lasso Regression etc.)

Be working with ARIMA and LSTMs for time-series forecasting

Be working with custom Mateverse algorithms

Be working with technologies like Scikit-learn, Pandas, Numpy, Scipy, Matplotlib, Seaborn and Statsmodels

Be building mathematical models and implementing it in Python (preferably).

Skills Required:

Machine Learning Algorithms(Regression(MUST)& Time-series forecasting (MUST), Classification, Clustering)

Frameworks - Scikit-learn, Keras, Tensorflow, Pandas, Numpy, Scipy, Matplotlib, Seaborn and Statsmodels

Has worked on multiple business use-cases.

SAS or equivalent, Tableau or any other data preparation tools.

Requirements:

2 - 3 years of experience

B.Tech graduate.

Benefits:

Startup culture (immense scope to learn and grow).

Amazing team to work with.

Health Insurance for the employees.

A lot of freedom to experiment with new things.",4.7,"Matelabs Innovations Pvt. Ltd.
4.7",Bengaluru,"Bengaluru, India",1 to 50 employees,2016,Company - Private,Computer Hardware & Software,Information Technology,₹10 to ₹50 million (INR),-1,0,15.0,4,1,0,0,0,0
Data Scientist,"₹1,540,612","Primary role

Staying abreast with the latest techniques and algorithms used in data analytics and overseeing their adoption by delivery teams. Leading in house efforts in researching newer and novel analytics methodologies. Expected to be actively involved in all stages of solution delivery to the client.

Secondary role

Mentoring junior staff.

Basic skills

An expert in any two or more of the following; Machine learning, Operations research, Agent based modeling, game theory, statistics or similar methodologies.

A strong experience with at least one of the following; R, Matlab, SAS, SPSS or similar packages.

A basic knowledge of one of the following; Python, C/C++, Java.

Preferred skills

Experience with analyzing actual business data.

Domain knowledge of industry verticals (such as healthcare, telecom etc.)

Education

PhD or MS (with peer reviewed publications) in a quantitative field, such as Physics, Machine Learning, Artificial Intelligence, Statistics, Mathematics, Engineering, etc.

If interested, kindly send your cv on hr@gaugeanalytics.com",3.1,"Gauge Data Solutions
3.1",Noida,"Noida, India",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,1540612.0,-1,1,0,0,0,0
